CMDLINE /Library/Frameworks/Python.framework/Versions/3.7/bin/python3.7 a3c.py
MEM 213.460938 1589367348.0373
MEM 213.460938 1589367348.1524
MEM 213.460938 1589367348.2676
MEM 213.460938 1589367348.3838
MEM 213.460938 1589367348.4970
MEM 213.515625 1589367348.6115
MEM 213.515625 1589367348.7228
MEM 213.515625 1589367348.8356
MEM 213.562500 1589367348.9486
MEM 213.562500 1589367349.0616
MEM 213.562500 1589367349.1737
MEM 213.562500 1589367349.2857
MEM 213.562500 1589367349.4000
MEM 213.714844 1589367349.5116
MEM 213.718750 1589367349.6270
MEM 213.718750 1589367349.7424
MEM 214.121094 1589367349.8546
MEM 214.121094 1589367349.9669
MEM 214.121094 1589367350.0778
MEM 214.121094 1589367350.1921
MEM 214.121094 1589367350.3037
MEM 214.121094 1589367350.4204
MEM 214.121094 1589367350.5365
MEM 214.121094 1589367350.6499
MEM 214.226562 1589367350.7635
MEM 214.234375 1589367350.8755
MEM 214.234375 1589367350.9877
MEM 214.316406 1589367351.1008
MEM 214.316406 1589367351.2150
MEM 214.316406 1589367351.3317
MEM 214.355469 1589367351.4439
MEM 214.355469 1589367351.5569
MEM 214.371094 1589367351.6691
MEM 214.371094 1589367351.7865
MEM 214.371094 1589367351.9013
MEM 214.371094 1589367352.0153
MEM 214.371094 1589367352.1281
MEM 214.371094 1589367352.2427
MEM 214.371094 1589367352.3548
MEM 214.382812 1589367352.4675
MEM 214.394531 1589367352.5826
MEM 214.398438 1589367352.6952
MEM 214.398438 1589367352.8079
MEM 214.398438 1589367352.9205
MEM 214.398438 1589367353.0320
MEM 214.398438 1589367353.1433
MEM 214.425781 1589367353.2583
MEM 214.425781 1589367353.3698
MEM 214.425781 1589367353.4837
MEM 214.425781 1589367353.5953
MEM 214.425781 1589367353.7088
MEM 214.562500 1589367353.8206
MEM 214.562500 1589367353.9363
MEM 214.562500 1589367354.0504
MEM 214.562500 1589367354.1623
MEM 214.566406 1589367354.2772
MEM 214.566406 1589367354.3899
MEM 214.566406 1589367354.5039
MEM 214.566406 1589367354.6168
MEM 214.566406 1589367354.7337
MEM 214.566406 1589367354.8467
MEM 214.566406 1589367354.9639
MEM 214.566406 1589367355.0771
MEM 214.566406 1589367355.1894
MEM 214.566406 1589367355.3019
MEM 214.574219 1589367355.4162
MEM 214.808594 1589367355.5320
MEM 214.808594 1589367355.6472
MEM 214.808594 1589367355.7593
MEM 214.808594 1589367355.8714
MEM 214.808594 1589367355.9888
MEM 214.859375 1589367356.1038
MEM 214.859375 1589367356.2163
MEM 214.859375 1589367356.3284
MEM 214.859375 1589367356.4422
MEM 214.859375 1589367356.5552
MEM 214.859375 1589367356.6702
MEM 214.859375 1589367356.7837
MEM 214.859375 1589367356.8980
MEM 214.859375 1589367357.0109
MEM 214.859375 1589367357.1281
MEM 214.859375 1589367357.2412
MEM 214.859375 1589367357.3528
MEM 214.859375 1589367357.4671
MEM 214.859375 1589367357.5815
MEM 214.859375 1589367357.6935
MEM 162.058594 1589367357.8088
MEM 117.531250 1589367357.9186
