CMDLINE /Library/Frameworks/Python.framework/Versions/3.7/bin/python3.7 a3c.py
MEM 191.503906 1589366297.2147
MEM 191.703125 1589366297.3273
MEM 191.703125 1589366297.4374
MEM 191.707031 1589366297.5497
MEM 191.781250 1589366297.6641
MEM 191.781250 1589366297.7791
MEM 191.781250 1589366297.8896
MEM 191.781250 1589366298.0014
MEM 191.875000 1589366298.1116
MEM 192.148438 1589366298.2276
MEM 192.148438 1589366298.3385
MEM 192.152344 1589366298.4491
MEM 192.152344 1589366298.5638
MEM 192.156250 1589366298.6745
MEM 192.160156 1589366298.7852
MEM 192.160156 1589366298.8996
MEM 192.164062 1589366299.0108
MEM 192.246094 1589366299.1213
MEM 192.246094 1589366299.2361
MEM 192.246094 1589366299.3493
MEM 192.210938 1589366299.4644
MEM 192.210938 1589366299.5761
MEM 192.210938 1589366299.6902
MEM 191.824219 1589366299.8022
MEM 191.832031 1589366299.9137
MEM 191.953125 1589366300.0242
MEM 191.953125 1589366300.1395
MEM 191.953125 1589366300.2548
MEM 191.953125 1589366300.3697
MEM 191.953125 1589366300.4823
MEM 191.953125 1589366300.5954
MEM 191.953125 1589366300.7082
MEM 192.089844 1589366300.8196
MEM 192.089844 1589366300.9344
MEM 192.250000 1589366301.0462
MEM 192.250000 1589366301.1605
MEM 192.250000 1589366301.2732
MEM 192.250000 1589366301.3857
MEM 192.250000 1589366301.4993
MEM 192.250000 1589366301.6114
MEM 192.250000 1589366301.7268
MEM 192.250000 1589366301.8401
MEM 192.250000 1589366301.9510
MEM 192.250000 1589366302.0657
MEM 192.250000 1589366302.1795
MEM 192.250000 1589366302.2911
MEM 192.285156 1589366302.4029
MEM 192.480469 1589366302.5162
MEM 192.359375 1589366302.6323
MEM 192.359375 1589366302.7432
MEM 192.359375 1589366302.8584
MEM 192.359375 1589366302.9712
MEM 192.359375 1589366303.0840
MEM 192.359375 1589366303.1959
MEM 192.441406 1589366303.3086
MEM 192.441406 1589366303.4208
MEM 192.441406 1589366303.5333
MEM 192.457031 1589366303.6448
MEM 192.457031 1589366303.7585
MEM 192.484375 1589366303.8723
MEM 192.484375 1589366303.9854
MEM 192.484375 1589366304.1001
MEM 192.484375 1589366304.2123
MEM 192.636719 1589366304.3243
MEM 192.664062 1589366304.4384
MEM 192.691406 1589366304.5522
MEM 192.695312 1589366304.6672
MEM 192.695312 1589366304.7826
MEM 192.695312 1589366304.8988
MEM 192.695312 1589366305.0134
MEM 192.695312 1589366305.1291
MEM 192.695312 1589366305.2452
MEM 192.718750 1589366305.3567
MEM 192.789062 1589366305.4676
MEM 192.789062 1589366305.5822
MEM 192.792969 1589366305.6925
MEM 192.792969 1589366305.8031
MEM 192.871094 1589366305.9151
MEM 192.871094 1589366306.0299
MEM 192.871094 1589366306.1425
MEM 192.906250 1589366306.2542
MEM 192.906250 1589366306.3665
MEM 192.914062 1589366306.4814
MEM 192.914062 1589366306.5929
MEM 192.914062 1589366306.7085
MEM 192.914062 1589366306.8242
MEM 192.917969 1589366306.9352
MEM 192.921875 1589366307.0471
MEM 192.921875 1589366307.1579
MEM 192.921875 1589366307.2694
MEM 192.921875 1589366307.3840
MEM 192.921875 1589366307.4949
MEM 192.921875 1589366307.6072
MEM 192.921875 1589366307.7188
MEM 192.921875 1589366307.8334
MEM 192.921875 1589366307.9439
MEM 192.921875 1589366308.0602
MEM 192.921875 1589366308.1718
MEM 192.921875 1589366308.2834
MEM 192.921875 1589366308.3956
MEM 193.042969 1589366308.5076
MEM 193.042969 1589366308.6183
MEM 193.042969 1589366308.7330
MEM 193.042969 1589366308.8451
MEM 193.042969 1589366308.9600
MEM 193.042969 1589366309.0749
MEM 193.042969 1589366309.1857
MEM 193.042969 1589366309.3020
MEM 193.085938 1589366309.4150
MEM 193.085938 1589366309.5300
MEM 193.085938 1589366309.6456
MEM 193.085938 1589366309.7602
MEM 193.085938 1589366309.8735
MEM 193.175781 1589366309.9869
MEM 193.222656 1589366310.1012
MEM 193.222656 1589366310.2151
MEM 193.222656 1589366310.3263
MEM 193.222656 1589366310.4397
MEM 193.226562 1589366310.5523
MEM 193.226562 1589366310.6649
MEM 193.226562 1589366310.7752
MEM 193.226562 1589366310.8860
MEM 193.226562 1589366311.0005
MEM 193.226562 1589366311.1118
MEM 193.226562 1589366311.2253
MEM 193.339844 1589366311.3370
MEM 193.339844 1589366311.4482
MEM 193.339844 1589366311.5632
MEM 193.339844 1589366311.6769
MEM 193.339844 1589366311.7909
MEM 193.339844 1589366311.9045
MEM 193.339844 1589366312.0173
MEM 193.339844 1589366312.1304
MEM 193.339844 1589366312.2421
MEM 193.339844 1589366312.3551
MEM 193.339844 1589366312.4674
MEM 193.339844 1589366312.5788
MEM 193.339844 1589366312.6903
MEM 193.339844 1589366312.8049
MEM 193.339844 1589366312.9183
MEM 193.339844 1589366313.0300
MEM 193.339844 1589366313.1407
MEM 193.339844 1589366313.2515
MEM 193.339844 1589366313.3644
MEM 193.339844 1589366313.4768
MEM 193.339844 1589366313.5880
MEM 193.339844 1589366313.7005
MEM 193.339844 1589366313.8125
MEM 193.339844 1589366313.9288
MEM 193.339844 1589366314.0416
MEM 193.339844 1589366314.1538
MEM 193.339844 1589366314.2687
MEM 193.347656 1589366314.3835
MEM 193.355469 1589366314.4961
MEM 193.355469 1589366314.6086
MEM 193.355469 1589366314.7235
MEM 193.355469 1589366314.8373
MEM 193.359375 1589366314.9519
MEM 193.359375 1589366315.0676
MEM 193.359375 1589366315.1779
MEM 193.359375 1589366315.2922
MEM 193.359375 1589366315.4052
MEM 193.394531 1589366315.5183
MEM 193.394531 1589366315.6344
MEM 193.394531 1589366315.7475
MEM 193.394531 1589366315.8584
MEM 193.394531 1589366315.9722
MEM 193.394531 1589366316.0840
MEM 193.394531 1589366316.1997
MEM 193.394531 1589366316.3149
MEM 193.394531 1589366316.4289
MEM 193.394531 1589366316.5421
MEM 193.394531 1589366316.6565
MEM 193.394531 1589366316.7688
MEM 193.394531 1589366316.8839
MEM 193.394531 1589366316.9995
MEM 193.464844 1589366317.1149
MEM 193.464844 1589366317.2287
MEM 193.464844 1589366317.3393
MEM 193.476562 1589366317.4527
MEM 193.476562 1589366317.5655
MEM 193.476562 1589366317.6797
MEM 193.476562 1589366317.7952
MEM 193.476562 1589366317.9097
MEM 193.476562 1589366318.0229
MEM 193.476562 1589366318.1346
MEM 193.476562 1589366318.2493
MEM 193.476562 1589366318.3605
MEM 193.480469 1589366318.4736
MEM 193.480469 1589366318.5842
MEM 193.500000 1589366318.6961
MEM 193.500000 1589366318.8078
MEM 193.500000 1589366318.9201
MEM 193.500000 1589366319.0328
MEM 193.500000 1589366319.1478
MEM 193.500000 1589366319.2604
MEM 193.500000 1589366319.3759
MEM 193.500000 1589366319.4910
MEM 193.500000 1589366319.6069
MEM 193.500000 1589366319.7207
MEM 193.500000 1589366319.8341
MEM 193.500000 1589366319.9485
MEM 193.500000 1589366320.0624
MEM 193.500000 1589366320.1748
MEM 193.500000 1589366320.2875
MEM 193.562500 1589366320.4014
MEM 193.562500 1589366320.5130
MEM 193.562500 1589366320.6280
MEM 193.562500 1589366320.7394
MEM 193.562500 1589366320.8518
MEM 193.562500 1589366320.9678
MEM 193.562500 1589366321.0817
MEM 193.562500 1589366321.1982
MEM 193.562500 1589366321.3102
MEM 193.562500 1589366321.4211
MEM 193.562500 1589366321.5322
MEM 193.562500 1589366321.6445
MEM 193.562500 1589366321.7562
MEM 193.562500 1589366321.8720
MEM 193.562500 1589366321.9856
MEM 193.562500 1589366322.1032
MEM 193.562500 1589366322.2187
MEM 193.562500 1589366322.3339
MEM 193.562500 1589366322.4493
MEM 193.562500 1589366322.5618
MEM 193.562500 1589366322.6748
MEM 193.562500 1589366322.7916
MEM 193.562500 1589366322.9023
MEM 193.562500 1589366323.0156
MEM 193.562500 1589366323.1269
MEM 193.562500 1589366323.2416
MEM 193.562500 1589366323.3529
MEM 193.566406 1589366323.4652
MEM 193.566406 1589366323.5801
MEM 193.566406 1589366323.6928
MEM 193.566406 1589366323.8061
MEM 193.566406 1589366323.9204
MEM 193.570312 1589366324.0335
MEM 193.691406 1589366324.1441
MEM 193.691406 1589366324.2604
MEM 193.691406 1589366324.3732
MEM 193.691406 1589366324.4883
MEM 193.691406 1589366324.5997
MEM 193.691406 1589366324.7135
MEM 193.691406 1589366324.8258
MEM 193.691406 1589366324.9408
MEM 193.695312 1589366325.0529
MEM 193.695312 1589366325.1643
MEM 193.695312 1589366325.2756
MEM 193.695312 1589366325.3910
MEM 193.695312 1589366325.5042
MEM 193.699219 1589366325.6156
MEM 193.699219 1589366325.7317
MEM 193.699219 1589366325.8435
MEM 193.699219 1589366325.9548
MEM 193.699219 1589366326.0663
MEM 193.699219 1589366326.1782
MEM 193.699219 1589366326.2920
MEM 193.808594 1589366326.4045
MEM 193.808594 1589366326.5197
MEM 193.808594 1589366326.6345
MEM 193.808594 1589366326.7472
MEM 193.812500 1589366326.8600
MEM 193.902344 1589366326.9715
MEM 193.902344 1589366327.0856
MEM 193.902344 1589366327.1983
MEM 193.902344 1589366327.3101
MEM 193.902344 1589366327.4257
MEM 194.062500 1589366327.5410
MEM 194.117188 1589366327.6563
MEM 194.117188 1589366327.7730
MEM 194.117188 1589366327.8844
MEM 194.117188 1589366327.9959
MEM 194.140625 1589366328.1073
MEM 194.140625 1589366328.2224
MEM 194.156250 1589366328.3355
MEM 194.156250 1589366328.4458
MEM 194.156250 1589366328.5590
MEM 194.156250 1589366328.6724
MEM 194.156250 1589366328.7828
MEM 194.156250 1589366328.8951
MEM 194.156250 1589366329.0066
MEM 194.156250 1589366329.1222
MEM 194.156250 1589366329.2379
MEM 194.156250 1589366329.3516
MEM 194.156250 1589366329.4654
MEM 194.156250 1589366329.5766
MEM 194.156250 1589366329.6917
MEM 194.156250 1589366329.8064
MEM 194.156250 1589366329.9181
MEM 194.156250 1589366330.0328
MEM 194.156250 1589366330.1467
MEM 194.156250 1589366330.2598
MEM 194.156250 1589366330.3703
MEM 194.156250 1589366330.4811
MEM 194.156250 1589366330.5935
MEM 194.156250 1589366330.7066
MEM 194.156250 1589366330.8217
MEM 194.156250 1589366330.9381
MEM 194.156250 1589366331.0503
MEM 194.218750 1589366331.1668
MEM 194.218750 1589366331.2780
MEM 194.218750 1589366331.3926
MEM 194.218750 1589366331.5038
MEM 194.218750 1589366331.6175
MEM 194.218750 1589366331.7330
MEM 194.218750 1589366331.8481
MEM 194.218750 1589366331.9597
MEM 194.218750 1589366332.0748
MEM 194.218750 1589366332.1876
MEM 194.218750 1589366332.3003
MEM 194.218750 1589366332.4135
MEM 194.218750 1589366332.5262
MEM 194.218750 1589366332.6380
MEM 194.218750 1589366332.7495
MEM 194.218750 1589366332.8603
MEM 194.218750 1589366332.9730
MEM 194.218750 1589366333.0888
MEM 194.218750 1589366333.1999
MEM 194.218750 1589366333.3107
MEM 194.218750 1589366333.4266
MEM 194.218750 1589366333.5385
MEM 194.218750 1589366333.6521
MEM 194.218750 1589366333.7635
MEM 194.218750 1589366333.8768
MEM 194.218750 1589366333.9897
MEM 194.218750 1589366334.1004
MEM 194.218750 1589366334.2153
MEM 194.558594 1589366334.3290
MEM 194.558594 1589366334.4401
MEM 194.558594 1589366334.5529
MEM 194.558594 1589366334.6671
MEM 194.558594 1589366334.7778
MEM 194.558594 1589366334.8887
MEM 194.558594 1589366335.0014
MEM 136.539062 1589366335.1101
MEM 115.535156 1589366335.2224
