CMDLINE /Library/Frameworks/Python.framework/Versions/3.7/bin/python3.7 a3c.py
MEM 234.179688 1589367170.8793
MEM 234.199219 1589367170.9928
MEM 234.261719 1589367171.1086
MEM 234.726562 1589367171.2246
MEM 234.230469 1589367171.3395
MEM 234.429688 1589367171.4542
MEM 234.476562 1589367171.5691
MEM 235.617188 1589367171.6847
MEM 235.671875 1589367171.8017
MEM 235.671875 1589367171.9158
MEM 235.828125 1589367172.0307
MEM 235.828125 1589367172.1464
MEM 235.828125 1589367172.2602
MEM 235.738281 1589367172.3722
MEM 235.597656 1589367172.4874
MEM 235.597656 1589367172.5994
MEM 236.531250 1589367172.7131
MEM 236.535156 1589367172.8256
MEM 236.812500 1589367172.9413
MEM 236.820312 1589367173.0544
MEM 236.871094 1589367173.1713
MEM 236.871094 1589367173.2873
MEM 236.871094 1589367173.4043
MEM 236.871094 1589367173.5205
MEM 237.042969 1589367173.6365
MEM 237.042969 1589367173.7517
MEM 237.144531 1589367173.8651
MEM 237.125000 1589367173.9821
MEM 237.160156 1589367174.0946
MEM 237.160156 1589367174.2121
MEM 237.332031 1589367174.3254
MEM 237.332031 1589367174.4381
MEM 237.332031 1589367174.5502
MEM 237.390625 1589367174.6630
MEM 237.515625 1589367174.7771
MEM 237.515625 1589367174.8930
MEM 237.824219 1589367175.0053
MEM 237.843750 1589367175.1229
MEM 237.843750 1589367175.2398
MEM 238.156250 1589367175.3557
MEM 238.156250 1589367175.4729
MEM 238.156250 1589367175.5850
MEM 238.156250 1589367175.6970
MEM 238.195312 1589367175.8122
MEM 135.730469 1589367175.9216
MEM 115.363281 1589367176.0350
